taxon,species_aggregated,genus,family,flowering_start,flowering_end,flowering_times,flowers_m2,nectar_ml,sugar_concentration_mol,sugar_concentration_perc,nectar_sugar_content_mg,pollen_mg,corolla_mm,protein,sugar_perc,time_to_dry_proxy_raw,time_to_dry_days,gmm_confidence,gmm_label
Galium spec,"Galium album, Galium aparine, Galium mollugo, Galium mollugo agg, Galium saxatile, Galium verum",Galium,Rubiaceae,157.0,263.0,106.0,1272.47712121212,3.2834261002735617e-05,1.375,,0.0168605071435,0.0710020424181644,5.009089971580495,25.0179055883978,1.1110328024867457,9.078872373511948e-06,0.07432274681038413,1.0,1.0
Myosotis spec,"Myosotis, Myosotis arvensis, Myosotis sylvatica",Myosotis,Boraginaceae,106.0,242.0,136.0,3166.87,4.0517397644381275e-05,1.375,23.5,0.02259716367,0.0001209861059868,3.4765935379049955,30.2597411333333,0.8773640567457927,1.7382697329105755e-05,0.1318366448094615,1.0,1.0
Prunella vulgaris,Prunella vulgaris,Prunella,Lamiaceae,152.0,273.0,121.0,775.9064772725,0.0005824,0.662448006,,0.172537295569698,0.136629801742457,8.0,25.8046333,0.662448006,7.328226205676516e-05,0.8217763889283222,1.0,1.0
Chaerophyllum spec,"Chaerophyllum aureum, Chaerophyllum bulbosum, Chaerophyllum temulum",Chaerophyllum,Apiaceae,142.0,222.0,80.0,,0.5487944590868525,,69.5,,,0.0,25.0179055883978,1.5282961728107098,50687499.99999999,7.0,1.0,0.0
Gypsophila elegans,Gypsophila elegans,Gypsophila,Caryophyllaceae,121.0,243.0,122.0,,0.0010260465280468292,1.375,,0.3692335879,0.0835474377122987,3.7976049027588963,25.0179055883978,1.4104668185651437,0.0001988211025936,3.0725209231343005,1.0,1.0
Vicia spec annuales,"Vicia angustifolia, Vicia hirsuta, Vicia pannonica, Vicia parviflora, Vicia sativa, Vicia tetrasperma, Vicia villosa",Vicia,Fabaceae,139.0,225.0,86.0,0.131818182,0.0009376411956804545,0.815340079,,0.445118640671233,0.193714889005261,5.847795441725604,42.8,0.8788950929388285,0.000123918903344,1.8138426779901815,1.0,1.0
Rubus sect. Rubus,"Rubus, Rubus caesius, Rubus fruticosus, Rubus fruticosus agg, Rubus sp",Rubus,Rosaceae,121.0,242.0,121.0,39.724326923,0.00608771842363641,0.500418064,33.075,1.90390184367336,0.564722,0.0,18.42,0.4821105611091889,620988.3192580001,7.0,1.0,1.0
Gypsophila elegans,Gypsophila elegans,Gypsophila,Caryophyllaceae,121.0,243.0,122.0,,0.0008392257149491522,1.375,,0.3692335879,0.0835474377122987,3.821605982381419,25.0179055883978,1.0530523396948963,0.0001988211025936,2.4884968883650522,1.0,1.0
Taraxacum spec,"Taraxacum agg, Taraxacum officinale, Taraxacum sp",Taraxacum,Asteraceae,91.0,304.0,213.0,28.4588472119535,0.0044912445354973,1.294673289,46.9944444444444,2.79398272208032,4.24157269580751,2.85,12.466586675,1.294673289,0.0015962777062734,7.0,1.0,1.0
,,,,,,,,0.44631969817439393,,,,,0.8460103952266534,,1.304194216671575,,7.0,,
Beta vulgaris,Beta vulgaris,Beta,Brassicaceae,182.0,273.0,91.0,,0.55,,,,,3.8275699830704943,24.4562121181818,1.1990185589472433,0.1267187496832031,7.0,1.0,0.0
Vaccinium vitis-idaea,Vaccinium vitis-idaea,Vaccinium,Ericaceae,152.0,243.0,91.0,54.63,0.0004903158906578674,1.33011977797254,29.0,0.18374,,4.348466257197878,28.4,1.3483796978333031,0.00010223147464,1.281478916753013,1.0,1.0
Lysimachia spec,"Lysimachia nemorum, Lysimachia vulgaris, Lysimachia vvulgaris",Lysimachia,Primulaceae,142.0,253.0,111.0,61.56,1.3266483125487263e-05,1.375,,0.00718,,4.72751130209896,25.0179055883978,1.411587948643869,3.866212509921233e-06,0.05,1.0,1.0
Vicia spec annuales,"Vicia angustifolia, Vicia hirsuta, Vicia pannonica, Vicia parviflora, Vicia sativa, Vicia tetrasperma, Vicia villosa",Vicia,Fabaceae,139.0,225.0,86.0,0.131818182,0.000860417,0.815340079,,0.445118640671233,0.193714889005261,7.0,42.8,0.815340079,0.000123918903344,1.3896081541689955,1.0,1.0
Leucanthemum spec,"Leucanthemum ircutianum, Leucanthemum vulgare",Leucanthemum,Asteraceae,152.0,304.0,152.0,492.298224852071,0.0025956628678428678,1.375,,0.9817900592,3.91736638056449,3.467382606571264,28.0,1.1749066615718962,0.0005286642073809,7.0,1.0,1.0
Sinapis arvensis,"Sinapis arvensis, Sinapsis",Sinapis,Brassicaceae,121.0,212.0,91.0,3381.06,7.86978060863411e-05,2.06397896581946,45.0,0.0620958134423333,0.199239755420594,4.0,26.42,2.06397896581946,2.0080528012429828e-05,0.2251800549639996,1.0,1.0
Thymus spec,"Thymus capitatus, Thymus polytrichus, Thymus ssp",Thymus,Lamiaceae,121.0,243.0,122.0,828.34,9.211044274370706e-05,1.73144902132632,37.75,0.039825,,3.4398293919940737,18.7046642833333,1.9229946127116093,2.4748892790980506e-05,0.30605461545474816,1.0,1.0
Lamium album,Lamium album,Lamium,Lamiaceae,106.0,334.0,228.0,299.7904761905,0.0022337382276740843,0.756159314,33.5,0.851684824946353,0.725,10.705807847216136,22.8,0.7225210806834304,0.0001888665814929,2.356645249361403,1.0,1.0
Solanum tuberosum,"Solanum, Solanum tuberosum",Solanum,Solanaceae,121.0,243.0,122.0,23.81,5.876911783091642e-05,1.375,,0.02729,,5.510484422520352,46.365,1.4220720930911492,1.4694838355954054e-05,0.12129605144237844,1.0,1.0
Pyrus spec,"Pyrus, Pyrus communis",Pyrus,Rosaceae,91.0,151.0,60.0,,0.0007279344858962,0.775138767163307,16.9,0.2,1.2,4.0,27.0,0.775138767163307,0.0001833942466154,2.05655580906022,1.0,1.0
Rhododendron ponticum,Rhododendron ponticum,Rhododendron,Ericaceae,32.0,273.0,241.0,126.47,0.002670406076541,1.375,,1.25686,,4.0,28.4,1.375,0.0006767810383314,7.0,0.9999999999999838,1.0
Calystegia spec,"Calystegia, Calystegia sepium",Calystegia,Convolvulaceae,182.0,272.0,90.0,16.6683333335,0.01030209734459369,0.664621677,,2.03265750018465,0.91,0.0,26.4566786,0.6444753411833537,1004330.930471429,7.0,1.0,1.0
Cytisus scoparius,Cytisus scoparius,Cytisus,Fabaceae,121.0,181.0,60.0,3883.28,7.911636616927411e-05,1.375,,0.03396,,3.9969268799679574,26.3727967,1.2936126934102097,1.8286431314334906e-05,0.22484176233664496,1.0,1.0
Trifolium hybridum,Trifolium hybridum,Trifolium,Fabaceae,121.0,273.0,152.0,,0.3551350241459976,1.97224656733859,43.0,113.241333333334,,2.7352279949335343,23.54,2.1545219899364474,0.085291554462657,7.0,1.0,0.0
,,,,,,,,0.00016239805282142541,,,,,9.58515277438692,,1.375,,0.19260494698545005,,
Sorbus aucuparia,Sorbus aucuparia,Sorbus,Rosaceae,121.0,158.0,37.0,5935.3,0.00011058593579657547,1.14665498101081,25.0,0.07027,0.55,3.7530170066702744,21.518011945,1.0549021123595592,2.6117741290943347e-05,0.33391162725515455,1.0,1.0
Salvia spec,"Salvia fruticosa, Salvia hierosolymitana, Salvia judaica, Salvia pratensis, Salvia sp, Salvia ssp",Salvia,Lamiaceae,121.0,228.0,107.0,,0.0020952061682869,1.63558866491382,35.66,1.25,,4.0,18.7046642833333,1.63558866491382,0.0005323687793895,5.969904323723776,1.0,1.0
,,,,,,,,0.007734984863153121,,,,,4.041139339689219,,1.4614255762889181,,7.0,,
Potentilla spec,"Potentilla anserina, Potentilla erecta, Potentilla fruticosa, Potentilla reptans",Potentilla,Rosaceae,152.0,263.0,111.0,257.1,3.463033905600859e-05,1.375,24.0,0.02325,,2.0686080264203146,17.24,1.1076025823345805,1.8826196565744827e-05,0.1898091486742102,1.0,1.0
Centaurea spec,"Centaurea, Centaurea jacea, Centaurea montana, Centaurea nigra, Centaurea scabiosa, Centaurea soltitialis",Centaurea,Asteraceae,163.0,296.0,133.0,27.3990146316146,0.037129632290886457,0.6703833545,55.35,8.00119014420227,10.9115454011161,5.067302421103537,22.366147025,0.697799881443225,0.0059028018554176,7.0,1.0,1.0
,,,,,,,,0.16240015614971953,,,,,4.0,,1.375,,7.0,,
Phacelia tanacetifolia,"Phacelia tacetifolia, Phacelia tanacetifolia",Phacelia,Boraginaceae,152.0,304.0,152.0,4000.0,0.0012489185813613,1.375,32.5,0.5878191418,0.53000869150504,4.0,58.9,1.375,0.0003165228021724,3.549439633580948,1.0,1.0
Leucanthemum spec,"Leucanthemum ircutianum, Leucanthemum vulgare",Leucanthemum,Asteraceae,152.0,304.0,152.0,492.298224852071,0.002235813020363826,1.375,,0.9817900592,3.91736638056449,4.233815023192001,28.0,1.058273823077738,0.0005286642073809,5.984533034285021,1.0,1.0
Acer pseudoplatanus,Acer pseudoplatanus,Acer,Sapindaceae,91.0,181.0,90.0,4555.68,0.00010618102341506132,1.90344726847794,41.5,0.427146666666667,,3.061913231278787,30.5,1.556289629739971,2.793332152045116e-05,0.39492592502122137,1.0,1.0
Silene spec,"Silene, Silene dioica, Silene latifolia, Silene spp",Silene,Caryophyllaceae,111.0,273.0,162.0,226.54,0.0006327718804876,1.375,,0.2978219952,0.24862674346277,5.0,25.0179055883978,1.375,0.0001282944985122,1.4386754276924223,1.0,1.0
Cucumus sativus,Cucumus sativus,Cucumus,Cucurbitaceae,,,,,0.0043931011114185575,1.375,,2.0,,3.333337059449465,38.6,1.5704527320312118,0.0010769394178053,7.0,0.9999999999999828,1.0
Cultivated bean,"Cultivated bean, Phaseolus coccineus",Cultivated,Fabaceae,106.0,242.0,136.0,518.63,0.0058032554847841,2.06397896581946,45.0,2.07672,0.8,4.0,26.3727967,2.06397896581946,0.0014807583606288,7.0,0.9999855589044794,1.0
Satureja spec,"Satureja montana, Satureja sp, Satureja thymbra",Satureja,Lamiaceae,,,,,0.35367236085096226,,66.85,,,3.567116211662825,18.7046642833333,1.1064254767096469,0.144821428157653,7.0,1.0,0.0
Geranium spec,"Geranium columbinum, Geranium dissectum, Geranium molle, Geranium pratense, Geranium pusillum, Geranium robertianum, Geranium rotundifolium, Geranium spp, Geranium sylvaticum",Geranium,Geraniaceae,133.0,266.0,133.0,610.914,0.0004632645839652,2.33407991695297,50.88888889,0.144651618015,0.0436689988643979,3.17,25.0179055883978,2.33407991695297,0.0001495512769988,1.6770457805538492,1.0,1.0
Symphytum spec,"Symphytum, Symphytum officinale, Symphytum sp, Symphytum tuberosum",Symphytum,Boraginaceae,121.0,191.0,70.0,49.8908333335,0.0033303138580165984,0.989791281,31.85,1.60973,0.953333,13.643612950411555,13.6053345,1.1116140706170576,0.0002253000879682,2.7676528131595464,1.0,1.0
Lapsana communis,Lapsana communis,Lapsana,Asteraceae,152.0,273.0,121.0,418.754761904762,0.0001429409889464,1.375,,0.06727696321,0.123334232477416,4.0,18.91633889375,1.375,3.6226606795536725e-05,0.4062397813607626,1.0,1.0
Malva spec,"Malva alcea, Malva mauritiana, Malva moschata, Malva sp, Malva sylvestris, Malva verticillata",Malva,Malvaceae,160.0,296.0,136.0,8282.0,0.0016965125256958927,2.06397896581946,45.0,1.08288022793333,4.34644419388959,3.8401675059946268,37.1,1.9902411261533333,0.0005453524694022,5.052662756799152,1.0,1.0
Lythrum spec,"Lythrum, Lythrum salicaria",Lythrum,Lythraceae,182.0,274.0,92.0,1678.19,0.0004701859578895829,2.61437335670464,57.0,0.28543,,3.7907649566509374,25.0179055883978,2.9254892378529362,0.0001089919025608,1.431596173764638,1.0,1.0
Prunus spinosa,Prunus spinosa,Prunus,Rosaceae,60.0,151.0,91.0,664.5858333335,8.869324008621321e-05,0.779652352,,0.26623,0.0333,0.0,27.2,0.9399341777928121,10007.4194785536,7.0,1.0,1.0
Ulex spec,"Ulex europaeus, Ulex gallii",Ulex,Fabaceae,121.0,181.0,60.0,602.345,1.41290202639896e-05,1.375,,0.00665,,4.0,26.3727967,1.375,3.580823564202805e-06,0.05,1.0,1.0
Anthriscus sylvestris,Anthriscus sylvestris,Anthriscus,Apiaceae,121.0,243.0,122.0,3124.51904761905,0.0001390665480161,1.99930762489045,43.59,0.095172,,2.475,25.0179055883978,1.99930762489045,5.731188506712686e-05,0.6426869563149719,1.0,1.0
Clematis vitalba,Clematis vitalba,Clematis,Ranunculaceae,182.0,243.0,61.0,327.21,0.0003181260457334,1.375,,0.14973,,4.0,15.03,1.375,8.062506951399589e-05,0.9041175398077111,1.0,1.0
Castanea sativa,"Castanea, Castanea sativa",Castanea,Fagaceae,152.0,196.0,44.0,9291.5,6.84713375796178e-05,1.03198948290973,22.5,0.0086,,4.0,22.035,1.03198948290973,1.7294488602325545e-05,0.1939378233299103,1.0,1.0
Rhododendron ponticum,Rhododendron ponticum,Rhododendron,Ericaceae,32.0,273.0,241.0,126.47,0.0026636761895771437,1.375,,1.25686,,4.527638784917697,28.4,1.199059689937949,0.0006767810383314,6.676378129470584,0.9999999999999838,1.0
Solidago spec,"Solidago serotina, Solidago spp",Solidago,Asteraceae,213.0,234.0,21.0,,0.5,,38.0,,,1.03,18.91633889375,1.375,0.4921116457076539,7.0,1.0,0.0
,,,,,,,,0.005083547203561821,,,,,9.137829255477303,,0.9869603045377054,,6.300048807244104,,
Caltha palustris,"Caltha palustria, Caltha palustris",Caltha,Ranunculaceae,91.0,181.0,90.0,125.28,8.449914803868936e-06,1.51358457493427,33.0,0.00437,,0.0,15.03,1.5596271994569428,856.2330912805687,7.0,1.0,1.0
Sanguisorba minor,Sanguisorba minor,Sanguisorba,Rosaceae,121.0,243.0,122.0,504.0,1.5815363583749213e-06,1.375,,0.000605,,3.2653185809677,21.518011945,1.412792102677018,3.257741738861197e-07,0.05,1.0,1.0
Malcolmia maritima,Malcolmia maritima,Malcolmia,Brassicaceae,,,,,9.84752884072982e-05,1.375,,0.04634862543,0.175121638257609,4.0,24.4562121181818,1.375,2.495733084333131e-05,0.2798677966823063,1.0,1.0
Echium vulgare,"Echium, Echium vulgare",Echium,Boraginaceae,141.0,242.0,101.0,16305.25,0.0020999118546924,0.668138194,39.075,1.10851453619399,0.631346029022025,6.7,32.19194445,0.668138194,0.0003155137559222,3.538124338985637,1.0,1.0
Fallopia japonica,Fallopia japonica,Fallopia,Polygonaceae,213.0,273.0,60.0,5585.41,0.00015291054748707092,1.375,,0.05715,,3.852833292434734,25.0179055883978,1.171460727574176,3.07735438637737e-05,0.450266915344886,1.0,1.0
Melitlotus spec,"Melilotus albus, Melilotus officinalis",Melilotus,Fabaceae,152.0,273.0,121.0,8575.52,9.528987993292893e-05,1.60531697341513,35.0,0.0525425,,3.2337901330178633,21.13,1.5510336336470143,1.8490503497616342e-05,0.33556301477106487,1.0,1.0
Geum spec,"Geum rivale, Geum urbanum",Geum,Rosaceae,122.0,228.0,106.0,284.185,6.881924586486042e-05,1.375,53.0,0.0298,,3.103356628108416,21.518011945,1.4831796461527553,1.6046397325299782e-05,0.2523638127023878,1.0,1.0
Jacobaea spec,"Senecio erucifolius, Senecio jacobaea, Senecio paludosus",Senecio,Asteraceae,174.0,266.0,92.0,955.336307909119,0.00264453992460049,1.375,10.9125,1.50438774116666,0.266534648739029,7.605054392517368,16.35,1.3568754218767782,0.0004861618783931,3.9523537557782067,1.0,1.0
Silene spec,"Silene, Silene dioica, Silene latifolia, Silene spp",Silene,Caryophyllaceae,111.0,273.0,162.0,226.54,0.0006219564684290415,1.375,,0.2978219952,0.24862674346277,4.38163908823157,25.0179055883978,1.2017177266264787,0.0001282944985122,1.6108906551380124,1.0,1.0
Eranthis hyemalis,Eranthis hyemalis,Eranthis,Ranunculaceae,32.0,120.0,88.0,,0.0007387547541647169,1.18334794040316,25.8,0.38,,4.278021883619612,15.03,1.2621256687391464,0.0002373084982547,1.9609165781210516,1.0,1.0
Crepis spec,"Crepis biennis, Crepis capillaris",Crepis,Asteraceae,136.0,258.0,122.0,440.342857142857,0.0002146421267893,1.375,,0.101024,0.627631556871401,4.0,18.91633889375,1.375,5.43983638721673e-05,0.6100151629032813,1.0,1.0
,,,,,,,,0.0005934038965323238,,,,,4.0,,1.3641644775141977,,1.6862798045258318,,
Stellaria holostea,Stellaria holostea,Stellaria,Caryophyllaceae,91.0,120.0,29.0,1.31,1.3402685143224227e-05,1.375,,0.00554,,3.830322550511458,25.0179055883978,1.382138699050709,2.9831221873208383e-06,0.05,1.0,1.0
Digitalis spec,"Digitalis, Digitalis purpurea",Digitalis,Plantaginaceae,152.0,258.0,106.0,97.5128125,0.0012729855313871636,0.82432564,,0.867376064006022,21.636667,7.329189539822705,21.82583915,0.6987504585869472,0.000235256711479,1.961310656010736,1.0,1.0
Cultivated bean,"Cultivated bean, Phaseolus coccineus",Cultivated,Fabaceae,106.0,242.0,136.0,518.63,0.00573385183047138,2.06397896581946,45.0,2.07672,0.8,4.536527997108045,26.3727967,2.6204982314787237,0.0014807583606288,7.0,0.9999855589044794,1.0
Prunus spinosa,Prunus spinosa,Prunus,Rosaceae,60.0,151.0,91.0,664.5858333335,0.00010719531378993385,0.779652352,,0.26623,0.0333,0.0,27.2,0.6972423269817973,10007.4194785536,7.0,1.0,1.0
Lamium spec gens rubra,"Lamium maculatum, Lamium purpureum",Lamium,Lamiaceae,75.0,288.0,213.0,463.9348809525,0.0030720090651375825,1.012756841,56.0,0.788124188956937,0.347361984866693,5.209065173183706,22.8,1.0003625552164193,0.0004672993613981,6.679445739429753,1.0,1.0
Solanum nigrum,Solanum nigrum,Solanum,Solanaceae,182.0,273.0,91.0,186.95,0.0,0.0,,0.0,,3.4929728032185094,44.61,0.0,0.0,0.05,1.0,1.0
Campanula spec,"Campanula rapunculoides, Campanula rapunculus, Campanula rotundifolia, Campanula sp",Campanula,Campanulaceae,152.0,273.0,121.0,329.14,0.0007762810352893691,1.375,60.06,0.29018,,4.597367002362744,25.0179055883978,1.0586410852360466,0.0001535657396914,1.913542214856542,1.0,1.0
,,,,,,,,0.24337661690683177,,,,,5.76195412166067,,1.8080507992834671,,7.0,,
Allium cepa,"Allium cepa, Allium cepa x fistulosum",Allium,Amaryllidaceae,152.0,212.0,60.0,104.247473087353,0.193773885350319,2.70954572012854,59.075,116.4269075,,4.0,25.0179055883978,2.70954572012854,0.0497560692174986,7.0,1.0,0.0
Cosmos spec,"Cosmos bipinnatus, Cosmos sulphureus",Cosmos,Asteraceae,213.0,304.0,91.0,,0.0017800289806268676,1.375,,0.701077992,4.21258677866803,6.299233704057459,18.91633889375,1.4951726436599646,0.0003020074099672,3.216173953461182,1.0,1.0
,,,,,,,,0.0019552160910857107,,,,,4.0,,1.247414633656491,,5.549751089259615,,
Medicago spec,"Medicago falcata, Medicago lupuli, Medicago lupulina, Medicago minima, Medicago varia",Medicago,Fabaceae,131.0,253.0,122.0,889.563736263736,6.3030303030303e-05,1.375,32.5,0.029666,,4.0,26.3727967,1.375,1.597424238430681e-05,0.1791327785743418,1.0,1.0
Cynoglossum officinale,Cynoglossum officinale,Cynoglossum,Boraginaceae,121.0,212.0,91.0,,0.0018395229731458713,2.31624306164183,50.5,1.33,,3.970768958841929,30.2597411333333,1.6039385260141161,0.0004290868478646,5.278322629240839,1.0,1.0
,,,,,,,,0.0022042424074849992,,,,,4.0,,2.500829817864709,,6.334050695270691,,
Cytisus scoparius,Cytisus scoparius,Cytisus,Fabaceae,121.0,181.0,60.0,3883.28,8.278984424965116e-05,1.375,,0.03396,,3.2890337401497853,26.3727967,1.2720202828012999,1.8286431314334906e-05,0.285859744982661,1.0,1.0
Erica spec,"Erica carnea, Erica cinerea, Erica spp, Erica tetralix, Erica x darleyensis",Erica,Ericaceae,102.0,263.0,161.0,14798.07,0.0001277295828759134,1.375,27.6666666666667,0.075465,,4.881766937365783,28.4,1.2111138623804574,3.9806318286769e-05,0.29695965381290657,1.0,1.0
Senecio spec,"Senecio doronicum, Senecio vernalis",Senecio,Asteraceae,152.0,288.0,136.0,,0.55,,,,,4.67634472418082,18.91633889375,1.3886188313720007,0.1267187496832031,7.0,1.0,0.0
Matricaria spec,"Matricaria chamomilla, Matricaria discoidea, Matricaria recutita",Matricaria,Asteraceae,152.0,233.0,81.0,1257.15193523546,0.0001331442381749,1.375,,0.062666,0.153582850042559,4.0,18.91633889375,1.375,3.374374277809185e-05,0.378397313494863,1.0,1.0
Acer pseudoplatanus,Acer pseudoplatanus,Acer,Sapindaceae,91.0,181.0,90.0,4555.68,0.0001074902547022164,1.90344726847794,41.5,0.427146666666667,,4.556978194941091,30.5,1.3806923645204656,2.793332152045116e-05,0.26816505639355304,1.0,1.0
Allium ursinum,Allium ursinum,Allium,Amaryllidaceae,121.0,151.0,30.0,,0.55,,,,53.276,4.558943807724546,25.0179055883978,1.1887712695195507,0.1267187496832031,7.0,1.0,0.0
Ficaria verna,Ranunculus ficaria,Ranunculus,Ranunculaceae,60.0,151.0,91.0,96.57,2.8045574057844e-05,1.375,,0.0132,1.9,4.0,15.03,1.375,7.107800157515338e-06,0.0797058139682233,1.0,1.0
Glechoma hederacea,Glechoma hederacea,Glechoma,Lamiaceae,91.0,181.0,90.0,367.1811574075,0.0016601930135969054,0.87236667,37.45,0.438066944483569,0.896667,12.447833453684327,19.06965,0.5226129189198979,0.0001205669422918,1.5034305602667082,1.0,1.0
Cytisus scoparius,Cytisus scoparius,Cytisus,Fabaceae,121.0,181.0,60.0,3883.28,7.21536132579077e-05,1.375,,0.03396,,4.0,26.3727967,1.375,1.8286431314334906e-05,0.2050613213909744,1.0,1.0
Cichorium intybus,Cichorium intybus,Cichorium,Asteraceae,182.0,304.0,122.0,,0.5,,,,,4.0,15.05,1.375,0.1267187496832031,7.0,1.0,0.0
Salix spec,"Salix, Salix caprea, Salix cinerea, Salix daphnoides, Salix mean",Salix,Salicaceae,60.0,120.0,60.0,1147.20149750416,0.002081876442840217,1.134482423,63.625,2.67153084257763,10.303333,0.0,31.5391666666667,1.0652318434801704,263623.91789411416,7.0,1.0,1.0
Leontodon spec,"Leodonton sp, Leontodon hispidus",Leodonton,Asteraceae,152.0,273.0,121.0,48.6509459459459,0.0020346260330299524,1.375,,1.38682462166667,0.0960779130755906,2.449430883942757,18.91633889375,1.2530849185543345,0.001327578753557,7.0,0.9999999999999996,1.0
Solanum tuberosum,"Solanum, Solanum tuberosum",Solanum,Solanaceae,121.0,243.0,122.0,23.81,5.72246142635042e-05,1.375,,0.02729,,3.547883451785573,46.365,1.3116640862184936,1.4694838355954054e-05,0.1832431586333869,1.0,1.0
Lonicera spec,"Lonicera, Lonicera maackii, Lonicera periclymenum",Lonicera,Caprifoliaceae,152.0,212.0,60.0,57.91,0.002873127598245344,1.375,31.0,1.72684,,6.444032655483007,24.8,1.3898767109659855,0.0005313434474958,5.069283362565629,1.0,1.0
Silene vulgaris,Silene vulgaris,Silene,Caryophyllaceae,152.0,212.0,60.0,316.0,0.0005342894324489,1.375,,0.25147,,4.0,25.0179055883978,1.375,0.0001354089776977,1.5184561392869358,1.0,1.0
Campanula spec,"Campanula rapunculoides, Campanula rapunculus, Campanula rotundifolia, Campanula sp",Campanula,Campanulaceae,152.0,273.0,121.0,329.14,0.0006165352030382,1.375,60.06,0.29018,,4.07,25.0179055883978,1.375,0.0001535657396914,1.7220633681997528,1.0,1.0
Plantago spec,"Plantago coronopus, Plantago lanceolata, Plantago major, Plantago media",Plantago,Plantaginaceae,114.0,281.0,167.0,269.758590481172,0.0,0.0,,0.0,0.496323030503319,3.7525978766771617,23.9,0.0,0.0,0.05,1.0,1.0
Lapsana communis,Lapsana communis,Lapsana,Asteraceae,152.0,273.0,121.0,418.754761904762,0.0001716163401603364,1.375,,0.06727696321,0.123334232477416,3.5824344329975784,18.91633889375,1.3431332036547081,3.6226606795536725e-05,0.5444142747200184,1.0,1.0
Medicago spec,"Medicago falcata, Medicago lupuli, Medicago lupulina, Medicago minima, Medicago varia",Medicago,Fabaceae,131.0,253.0,122.0,889.563736263736,6.12277839411633e-05,1.375,32.5,0.029666,,4.4505213932387555,26.3727967,1.6165697130276346,1.597424238430681e-05,0.15676783830314867,1.0,1.0
Cichorium intybus,Cichorium intybus,Cichorium,Asteraceae,182.0,304.0,122.0,,0.5411554114148095,,,,,4.166886235872776,15.05,1.3362928581210067,0.1267187496832031,7.0,1.0,0.0
Hyacinthoides spec,"Hyacinthoides, Hyacinthoides non-scripta",Hyacinthoides,Asparagaceae,91.0,166.0,75.0,141.21432971,0.00021320362442639698,1.375,45.5,0.11344,0.938333825,13.382410783699536,36.3,1.6541770897236883,1.8510304207376124e-05,0.18161020464243952,1.0,1.0
Hypericum spec,"Hypericum maculatum, Hypericum perforatum, Hypericum pulchrum, Hypericum spp, Hypericum tetrapterum",Hypericum,Hypericaceae,167.0,250.0,83.0,2678.405625,0.0,0.0,22.5,0.0,0.5,1.1086424016184342,13.9074028,0.0,0.0,0.05,1.0,1.0
Veronica spec,"Veronica arvensis, Veronica chamaedrys, Veronica hederifolia, Veronica persica, Veronica polita, Veronica serpyllifolia, Veronica sp",Veronica,Plantaginaceae,50.0,273.0,223.0,768.253333333333,2.55556790304447e-05,1.375,27.5,0.0120280997816667,0.0345682603126845,3.0,20.637919575,1.375,8.635689843585472e-06,0.0968393416959421,1.0,1.0
Medicago sativa,Medicago sativa,Medicago,Fabaceae,152.0,273.0,121.0,26249.34,0.00029196503886849885,1.62825007303535,35.5,0.115473666676667,2.68376655090331,3.2184087298993216,26.3727967,1.6429985818904547,7.001069424570791e-05,1.0340032709993925,1.0,1.0
Lamium album,Lamium album,Lamium,Lamiaceae,106.0,334.0,228.0,299.7904761905,0.002324848037939525,0.756159314,33.5,0.851684824946353,0.725,11.159734810166649,22.8,0.715182614489136,0.0001888665814929,2.3528293707749732,1.0,1.0
Sisymbrium officinale,Sisymbrium officinale,Sisymbrium,Brassicaceae,152.0,212.0,60.0,1199.67058823529,1.97749966222081e-05,1.375,,0.0093073493477,0.0194532597748173,4.0,22.0,1.375,5.011725693911551e-06,0.0562007466397759,1.0,1.0
Fragaria spec,Fragaria vesca,Fragaria,Rosaceae,121.0,151.0,30.0,,0.5,,,,,4.0,21.518011945,1.375,0.1267187496832031,7.0,1.0,0.0
Sinapis alba,Sinapis alba,Sinapis,Brassicaceae,152.0,212.0,60.0,,0.0003733801888864,1.99517966695881,43.5,0.255,0.95334311921792,4.0,24.91,1.99517966695881,9.520744838585984e-05,1.067642167936992,1.0,1.0
Sambucus spec,"Sambucus, Sambucus nigra",Sambucus,Adoxaceae,152.0,181.0,29.0,20.1502224199288,0.0043989227949964,1.375,,2.070408,,0.0,25.0179055883978,1.375,445940.79834276,7.0,1.0,1.0
,,,,,,,,0.0027818636609855283,,,,,4.1476176820697335,,1.4269673066678825,,7.0,,
Anchusa officinalis,Anchusa officinalis,Anchusa,Boraginaceae,121.0,243.0,122.0,22456.0,0.0014094141363342,2.52264095822378,55.0,1.16,,4.0,30.2597411333333,2.52264095822378,0.0003612421477489,4.050915724680028,1.0,1.0
Trifolium repens,"Trifolium repens, Trifolium sp",Trifolium,Fabaceae,136.0,272.0,136.0,108.815946340943,0.0009799600681194523,0.980296686,36.0666666666667,0.853940248987676,0.640088238588026,2.6105219908193202,26.633,1.023883323579521,0.0004566612047538,4.252652268133058,1.0,1.0
Potentilla spec,"Potentilla anserina, Potentilla erecta, Potentilla fruticosa, Potentilla reptans",Potentilla,Rosaceae,152.0,263.0,111.0,257.1,4.3421743438723184e-05,1.375,24.0,0.02325,,2.9448142344564774,17.24,1.1104566033837675,1.8826196565744827e-05,0.16718611883320308,1.0,1.0
Galium spec,"Galium album, Galium aparine, Galium mollugo, Galium mollugo agg, Galium saxatile, Galium verum",Galium,Rubiaceae,157.0,263.0,106.0,1272.47712121212,3.58229243746846e-05,1.375,,0.0168605071435,0.0710020424181644,4.0,25.0179055883978,1.375,9.078872373511948e-06,0.1018091246810386,1.0,1.0
